lncRNA ,disease,lncRNA ,disease,yucelabel,0_gailv,1_gailv,,PMID
318,1385,lnc-LCE5A-1,Leukemia,1,0.084337234,0.915662766,,
312,1385,lincRNA-ROR,Leukemia,1,0.085091054,0.914908946,,
830,1385,UCA1,Leukemia,1,0.086724997,0.913275003,,
180,1385,HOTTIP,Leukemia,1,0.101556182,0.898443818,,
129,1385,FAM3D-AS1,Leukemia,1,0.104110241,0.895889759,,
853,1385,ZFAS1,Leukemia,1,0.109658778,0.890341222,,
94,1385,CRNDE,Leukemia,1,0.123528838,0.876471162,,
365,1385,MIR100HG,Leukemia,1,0.124254107,0.875745893,,
64,1385,BOK-AS1,Leukemia,1,0.135485232,0.864514768,,
824,1385,TUG1,Leukemia,1,0.136415124,0.863584876,,
163,1386,H19,Mouth Neoplasms,1,0.064878225,0.935121775,,
355,1386,MALAT1,Mouth Neoplasms,1,0.094529927,0.905470073,,
360,1386,MEG3,Mouth Neoplasms,1,0.107610941,0.892389059,,
824,1386,TUG1,Mouth Neoplasms,1,0.113890707,0.886109293,,
403,1386,NRON,Mouth Neoplasms,1,0.117023289,0.882976711,,
391,1386,NEAT1,Mouth Neoplasms,1,0.122660935,0.877339065,,
58,1386,BALR-2,Mouth Neoplasms,1,0.125107288,0.874892712,,
410,1386,PCA3,Mouth Neoplasms,1,0.165143847,0.834856153,,
421,1386,PICSAR,Mouth Neoplasms,1,0.167907596,0.832092404,,
152,1386,GAS5,Mouth Neoplasms,1,0.183414221,0.816585779,,
178,1386,HOTAIR,Mouth Neoplasms,1,0.208566844,0.791433156,,
321,1386,lncARSR,Mouth Neoplasms,1,0.212880969,0.787119031,,
363,1386,MIAT,Mouth Neoplasms,1,0.218652964,0.781347036,,
319,1386,lnc-Sox5,Mouth Neoplasms,1,0.225017548,0.774982452,,
94,1386,CRNDE,Mouth Neoplasms,1,0.23080647,0.76919353,,
178,1387,HOTAIR,Primary Myelofibrosis,1,0.206313133,0.793686867,,
340,1387,LRRC75A-AS1,Primary Myelofibrosis,1,0.261711359,0.738288641,,
421,1387,PICSAR,Primary Myelofibrosis,1,0.319923341,0.680076659,,
138,1387,FMR1-AS1,Primary Myelofibrosis,1,0.35227263,0.64772737,,
158,1387,GFRA1,Primary Myelofibrosis,1,0.359218955,0.640781045,,
169,1387,HAR1B,Primary Myelofibrosis,1,0.369837463,0.630162537,,
378,1387,MSR1,Primary Myelofibrosis,1,0.374489844,0.625510156,,
448,1387,ACTN4,Primary Myelofibrosis,1,0.384405732,0.615594268,,
355,1387,MALAT1,Primary Myelofibrosis,1,0.404788435,0.595211565,,
163,1387,H19,Primary Myelofibrosis,1,0.411098957,0.588901043,,
358,1387,MAPT-AS1,Primary Myelofibrosis,1,0.433427334,0.566572666,,
425,1387,PRINS,Primary Myelofibrosis,1,0.435621917,0.564378083,,
458,1387,ANRIL,Primary Myelofibrosis,1,0.443319499,0.556680501,,
432,1387,PVT1,Primary Myelofibrosis,1,0.443432093,0.556567907,,
437,1387,RMST,Primary Myelofibrosis,1,0.446965694,0.553034306,,
163,1388,H19,Myocardial Infarction,1,0.064976931,0.935023069,,
178,1388,HOTAIR,Myocardial Infarction,1,0.089108944,0.910891056,,
360,1388,MEG3,Myocardial Infarction,1,0.090567529,0.909432471,,
432,1388,PVT1,Myocardial Infarction,1,0.119369745,0.880630255,,
355,1388,MALAT1,Myocardial Infarction,1,0.139120936,0.860879064,,
830,1388,UCA1,Myocardial Infarction,1,0.156769216,0.843230784,,
162,1388,gtl2-as,Myocardial Infarction,1,0.202134788,0.797865212,,
58,1388,BALR-2,Myocardial Infarction,1,0.220254719,0.779745281,,
94,1388,CRNDE,Myocardial Infarction,1,0.331465781,0.668534219,,
190,1388,IGF2-AS,Myocardial Infarction,1,0.346938193,0.653061807,,
399,1388,NPAP1,Myocardial Infarction,1,0.348220289,0.651779711,,
421,1388,PICSAR,Myocardial Infarction,1,0.375090182,0.624909818,,
648,1388,lncRNA-NEF,Myocardial Infarction,1,0.378724098,0.621275902,,
376,1388,MIR99AHG,Myocardial Infarction,1,0.380219817,0.619780183,,
458,1388,ANRIL,Myocardial Infarction,1,0.394843161,0.605156839,,
360,1389,MEG3,"Neoplasms, Nerve Tissue",1,0.148549736,0.851450264,,
163,1389,H19,"Neoplasms, Nerve Tissue",1,0.176959693,0.823040307,,
178,1389,HOTAIR,"Neoplasms, Nerve Tissue",1,0.178687274,0.821312726,,
425,1389,PRINS,"Neoplasms, Nerve Tissue",1,0.269617438,0.730382562,,
105,1389,DISC2,"Neoplasms, Nerve Tissue",1,0.324284613,0.675715387,,
432,1389,PVT1,"Neoplasms, Nerve Tissue",1,0.351710796,0.648289204,,
421,1389,PICSAR,"Neoplasms, Nerve Tissue",1,0.365624368,0.634375632,,
830,1389,UCA1,"Neoplasms, Nerve Tissue",1,0.367245972,0.632754028,,
600,1389,LINC01061,"Neoplasms, Nerve Tissue",1,0.399637341,0.600362659,,
458,1389,ANRIL,"Neoplasms, Nerve Tissue",1,0.43361336,0.56638664,,
355,1389,MALAT1,"Neoplasms, Nerve Tissue",1,0.435867369,0.564132631,,
176,1389,HLA-AS1,"Neoplasms, Nerve Tissue",1,0.449467003,0.550532997,,
158,1389,GFRA1,"Neoplasms, Nerve Tissue",1,0.451677024,0.548322976,,
62,1389,BDNF-AS,"Neoplasms, Nerve Tissue",1,0.48675561,0.51324439,,
545,1389,KIAA0125,"Neoplasms, Nerve Tissue",1,0.490294218,0.509705782,,
360,1390,MEG3,Neurofibromatoses,1,0.178346336,0.821653664,,
163,1390,H19,Neurofibromatoses,1,0.202856064,0.797143936,,
178,1390,HOTAIR,Neurofibromatoses,1,0.358970344,0.641029656,,
391,1390,NEAT1,Neurofibromatoses,1,0.381235003,0.618764997,,
421,1390,PICSAR,Neurofibromatoses,1,0.401336372,0.598663628,,
355,1390,MALAT1,Neurofibromatoses,1,0.413745046,0.586254954,,
437,1390,RMST,Neurofibromatoses,1,0.422045708,0.577954292,,
410,1390,PCA3,Neurofibromatoses,1,0.432683408,0.567316592,,
340,1390,LRRC75A-AS1,Neurofibromatoses,1,0.479806066,0.520193934,,
176,1390,HLA-AS1,Neurofibromatoses,1,0.487567663,0.512432337,,
105,1390,DISC2,Neurofibromatoses,1,0.490107834,0.509892166,,
432,1390,PVT1,Neurofibromatoses,1,0.49306941,0.50693059,,
266,1390,LINC00473,Neurofibromatoses,0,0.502264142,0.497735858,,
458,1390,ANRIL,Neurofibromatoses,0,0.507542372,0.492457628,,
169,1390,HAR1B,Neurofibromatoses,0,0.527669191,0.472330779,,
421,1391,PICSAR,Neurofibromatosis 1,1,0.20580852,0.79419148,,
178,1391,HOTAIR,Neurofibromatosis 1,1,0.221941233,0.778058767,,
163,1391,H19,Neurofibromatosis 1,1,0.264253557,0.735746443,,
600,1391,LINC01061,Neurofibromatosis 1,1,0.279039204,0.720960796,,
129,1391,FAM3D-AS1,Neurofibromatosis 1,1,0.279092789,0.720907211,,
86,1391,CDKN2B,Neurofibromatosis 1,1,0.279546261,0.720453739,,
830,1391,UCA1,Neurofibromatosis 1,1,0.312325954,0.687674046,,
176,1391,HLA-AS1,Neurofibromatosis 1,1,0.320352614,0.679647386,,
586,1391,LINC00704,Neurofibromatosis 1,1,0.323770821,0.676229179,,
169,1391,HAR1B,Neurofibromatosis 1,1,0.340641379,0.659358621,,
754,1391,RPSAP52,Neurofibromatosis 1,1,0.344560921,0.655439079,,
360,1391,MEG3,Neurofibromatosis 1,1,0.376350522,0.623649478,,
105,1391,DISC2,Neurofibromatosis 1,1,0.386770666,0.613229334,,
340,1391,LRRC75A-AS1,Neurofibromatosis 1,1,0.387638092,0.612361908,,
858,1391,ZNRD1-AS1,Neurofibromatosis 1,1,0.397291839,0.602708161,,
360,1392,MEG3,Periodontitis,1,0.099251091,0.900748909,,
355,1392,MALAT1,Periodontitis,1,0.126556814,0.873443186,,
391,1392,NEAT1,Periodontitis,1,0.21595645,0.78404355,,
163,1392,H19,Periodontitis,1,0.226130605,0.773869395,,
178,1392,HOTAIR,Periodontitis,1,0.237506986,0.762493014,,
421,1392,PICSAR,Periodontitis,1,0.251058877,0.748941123,,
432,1392,PVT1,Periodontitis,1,0.289479673,0.710520327,,
105,1392,DISC2,Periodontitis,1,0.317749023,0.682250977,,
176,1392,HLA-AS1,Periodontitis,1,0.332221627,0.667778373,,
152,1392,GAS5,Periodontitis,1,0.414695382,0.585304618,,
830,1392,UCA1,Periodontitis,1,0.415483177,0.584516823,,
99,1392,DAOA-AS1,Periodontitis,1,0.419129968,0.580870032,,
824,1392,TUG1,Periodontitis,1,0.425363719,0.574636281,,
158,1392,GFRA1,Periodontitis,1,0.444433033,0.555566967,,
560,1392,LINC003121,Periodontitis,1,0.456419349,0.543580651,,
360,1393,MEG3,Peripheral Arterial Disease,1,0.196400285,0.803599715,,
421,1393,PICSAR,Peripheral Arterial Disease,1,0.269729853,0.730270147,,
178,1393,HOTAIR,Peripheral Arterial Disease,1,0.343363941,0.656636059,,
189,1393,IFNG-AS1,Peripheral Arterial Disease,1,0.347116053,0.652883947,,
105,1393,DISC2,Peripheral Arterial Disease,1,0.400086761,0.599913239,,
104,1393,DISC1,Peripheral Arterial Disease,1,0.409351826,0.590648174,,
432,1393,PVT1,Peripheral Arterial Disease,1,0.440939844,0.559060156,,
355,1393,MALAT1,Peripheral Arterial Disease,1,0.456176698,0.543823302,,
458,1393,ANRIL,Peripheral Arterial Disease,1,0.471672058,0.528327942,,
163,1393,H19,Peripheral Arterial Disease,1,0.472146511,0.527853489,,
62,1393,BDNF-AS,Peripheral Arterial Disease,0,0.507116795,0.492883205,,
830,1393,UCA1,Peripheral Arterial Disease,0,0.555676222,0.444323778,,
152,1393,GAS5,Peripheral Arterial Disease,0,0.558143854,0.441856146,,
250,1393,LINC-ROR,Peripheral Arterial Disease,0,0.570708513,0.429291487,,
439,1393,RN7SL1,Peripheral Arterial Disease,0,0.590343714,0.409656286,,
163,1394,H19,"Neurofibroma, Plexiform",1,0.312334299,0.687665701,,
178,1394,HOTAIR,"Neurofibroma, Plexiform",1,0.359649539,0.640350461,,
105,1394,DISC2,"Neurofibroma, Plexiform",1,0.407218575,0.592781425,,
360,1394,MEG3,"Neurofibroma, Plexiform",1,0.413158119,0.586841881,,
355,1394,MALAT1,"Neurofibroma, Plexiform",1,0.433953047,0.566046953,,
169,1394,HAR1B,"Neurofibroma, Plexiform",1,0.434865773,0.565134227,,
432,1394,PVT1,"Neurofibroma, Plexiform",1,0.451448202,0.548551798,,
458,1394,ANRIL,"Neurofibroma, Plexiform",1,0.461943567,0.538056433,,
363,1394,MIAT,"Neurofibroma, Plexiform",0,0.529915333,0.470084667,,
62,1394,BDNF-AS,"Neurofibroma, Plexiform",0,0.544850767,0.455149233,,
250,1394,LINC-ROR,"Neurofibroma, Plexiform",0,0.550976813,0.449023187,,
391,1394,NEAT1,"Neurofibroma, Plexiform",0,0.583858371,0.416141629,,
152,1394,GAS5,"Neurofibroma, Plexiform",0,0.585834026,0.414165974,,
188,1394,HULC,"Neurofibroma, Plexiform",0,0.611388683,0.388611317,,
59,1394,BANCR,"Neurofibroma, Plexiform",0,0.641028047,0.358971953,,
421,1395,PICSAR,"Glaucoma, Open-Angle",1,0.262228191,0.737771809,,
178,1395,HOTAIR,"Glaucoma, Open-Angle",1,0.267648041,0.732351959,,
163,1395,H19,"Glaucoma, Open-Angle",1,0.308873355,0.691126645,,
105,1395,DISC2,"Glaucoma, Open-Angle",1,0.326809168,0.673190832,,
360,1395,MEG3,"Glaucoma, Open-Angle",1,0.333025157,0.666974843,,
139,1395,FMR5,"Glaucoma, Open-Angle",1,0.390606701,0.609393299,,
355,1395,MALAT1,"Glaucoma, Open-Angle",1,0.434778988,0.565221012,,
188,1395,HULC,"Glaucoma, Open-Angle",1,0.451126993,0.548873007,,
77,1395,CBR3-AS1,"Glaucoma, Open-Angle",1,0.493809998,0.506190002,,
432,1395,PVT1,"Glaucoma, Open-Angle",0,0.500665903,0.499334097,,
104,1395,DISC1,"Glaucoma, Open-Angle",0,0.507828295,0.492171705,,
458,1395,ANRIL,"Glaucoma, Open-Angle",0,0.51186794,0.48813206,,
376,1395,MIR99AHG,"Glaucoma, Open-Angle",0,0.52197051,0.47802946,,
425,1395,PRINS,"Glaucoma, Open-Angle",0,0.522204518,0.477795511,,
277,1395,LINC00850,"Glaucoma, Open-Angle",0,0.539821923,0.460178077,,
360,1396,MEG3,Prostatic Hyperplasia,1,0.156939507,0.843060493,,
355,1396,MALAT1,Prostatic Hyperplasia,1,0.191177905,0.808822095,,
163,1396,H19,Prostatic Hyperplasia,1,0.253166914,0.746833086,,
178,1396,HOTAIR,Prostatic Hyperplasia,1,0.285443604,0.714556396,,
139,1396,FMR5,Prostatic Hyperplasia,1,0.316563785,0.683436215,,
62,1396,BDNF-AS,Prostatic Hyperplasia,1,0.323803246,0.676196754,,
421,1396,PICSAR,Prostatic Hyperplasia,1,0.331919551,0.668080449,,
425,1396,PRINS,Prostatic Hyperplasia,1,0.353829861,0.646170139,,
299,1396,LINC01262,Prostatic Hyperplasia,1,0.363051176,0.636948824,,
621,1396,LINC-NeD125,Prostatic Hyperplasia,1,0.3694489,0.6305511,,
391,1396,NEAT1,Prostatic Hyperplasia,1,0.393308222,0.606691778,,
105,1396,DISC2,Prostatic Hyperplasia,1,0.408753872,0.591246128,,
378,1396,MSR1,Prostatic Hyperplasia,1,0.416782916,0.583217084,,
396,1396,NONRATT021972,Prostatic Hyperplasia,1,0.430242121,0.569757879,,
319,1396,lnc-Sox5,Prostatic Hyperplasia,1,0.434301496,0.565698504,,
163,1397,H19,Stroke,1,0.05340898,0.94659102,,
355,1397,MALAT1,Stroke,1,0.097836733,0.902163267,,
360,1397,MEG3,Stroke,1,0.12296766,0.87703234,,
391,1397,NEAT1,Stroke,1,0.1462484,0.8537516,,
178,1397,HOTAIR,Stroke,1,0.185663283,0.814336717,,
363,1397,MIAT,Stroke,1,0.248491764,0.751508236,,
432,1397,PVT1,Stroke,1,0.276557267,0.723442733,,
421,1397,PICSAR,Stroke,1,0.316008627,0.683991373,,
152,1397,GAS5,Stroke,1,0.342014134,0.657985866,,
824,1397,TUG1,Stroke,1,0.406496525,0.593503475,,
830,1397,UCA1,Stroke,1,0.482283294,0.517716706,,
105,1397,DISC2,Stroke,1,0.48565346,0.51434654,,
129,1397,FAM3D-AS1,Stroke,1,0.491111279,0.508888721,,
188,1397,HULC,Stroke,0,0.532768071,0.467231929,,
94,1397,CRNDE,Stroke,0,0.536279321,0.463720679,,
664,1398,LSINCT5,Triple Negative Breast Neoplasms,1,0.014826417,0.985173583,,
720,1398,PlncRNA-1,Triple Negative Breast Neoplasms,1,0.015765846,0.984234154,,
788,1398,SOX2OT,Triple Negative Breast Neoplasms,1,0.018999815,0.981000185,,
382,1398,MVIH,Triple Negative Breast Neoplasms,1,0.022051096,0.977948904,,
624,1398,LINC-POU3F3,Triple Negative Breast Neoplasms,1,0.02272886,0.97727114,,
159,1398,GHET1,Triple Negative Breast Neoplasms,1,0.023437679,0.976562321,,
380,1398,MT1JP,Triple Negative Breast Neoplasms,1,0.02347213,0.97652787,,
792,1398,SPRY4-IT1,Triple Negative Breast Neoplasms,1,0.023863912,0.976136088,,
711,1398,PCAT-1,Triple Negative Breast Neoplasms,1,0.024524212,0.975475788,,
627,1398,LINK-A,Triple Negative Breast Neoplasms,1,0.024650872,0.975349128,,
696,1398,NEF,Triple Negative Breast Neoplasms,1,0.024673462,0.975326538,,
504,1398,FAL1,Triple Negative Breast Neoplasms,1,0.025331736,0.974668264,,
60,1398,BCAR4,Triple Negative Breast Neoplasms,1,0.026002288,0.973997712,,
134,1398,FER1L4,Triple Negative Breast Neoplasms,1,0.026150644,0.973849356,,
59,1398,BANCR,Triple Negative Breast Neoplasms,1,0.027158618,0.972841382,,
163,1399,H19,"Diabetes Mellitus, Type 2",1,0.041264772,0.958735228,,
355,1399,MALAT1,"Diabetes Mellitus, Type 2",1,0.06587863,0.93412137,,
360,1399,MEG3,"Diabetes Mellitus, Type 2",1,0.076378882,0.923621118,,
432,1399,PVT1,"Diabetes Mellitus, Type 2",1,0.098338068,0.901661932,,
190,1399,IGF2-AS,"Diabetes Mellitus, Type 2",1,0.112432897,0.887567103,,
178,1399,HOTAIR,"Diabetes Mellitus, Type 2",1,0.129505992,0.870494008,,
638,1399,lnc-KCTD6-3,"Diabetes Mellitus, Type 2",1,0.131361067,0.868638933,,
363,1399,MIAT,"Diabetes Mellitus, Type 2",1,0.156663895,0.843336105,,
830,1399,UCA1,"Diabetes Mellitus, Type 2",1,0.161679745,0.838320255,,
318,1399,lnc-LCE5A-1,"Diabetes Mellitus, Type 2",1,0.190316319,0.809683681,,
458,1399,ANRIL,"Diabetes Mellitus, Type 2",1,0.209637821,0.790362179,,
399,1399,NPAP1,"Diabetes Mellitus, Type 2",1,0.215056717,0.784943283,,
58,1399,BALR-2,"Diabetes Mellitus, Type 2",1,0.238976896,0.761023104,,
100,1399,DBET,"Diabetes Mellitus, Type 2",1,0.264100075,0.735899925,,
379,1399,MT-LIPCAR,"Diabetes Mellitus, Type 2",1,0.288956642,0.711043358,,
355,1400,MALAT1,Silicosis,1,0.173542023,0.826457977,,
425,1400,PRINS,Silicosis,1,0.181138575,0.818861425,,
421,1400,PICSAR,Silicosis,1,0.208662271,0.791337729,,
87,1400,CDKN2B-AS1,Silicosis,1,0.229611278,0.770388722,,
360,1400,MEG3,Silicosis,1,0.243513763,0.756486237,,
169,1400,HAR1B,Silicosis,1,0.291640878,0.708359122,,
391,1400,NEAT1,Silicosis,1,0.315908551,0.684091449,,
363,1400,MIAT,Silicosis,1,0.339277804,0.660722196,,
830,1400,UCA1,Silicosis,1,0.344578564,0.655421436,,
163,1400,H19,Silicosis,1,0.347973347,0.652026653,,
139,1400,FMR5,Silicosis,1,0.379803717,0.620196283,,
432,1400,PVT1,Silicosis,1,0.408590138,0.591409862,,
188,1400,HULC,Silicosis,1,0.421908736,0.578091264,,
104,1400,DISC1,Silicosis,1,0.46804738,0.53195262,,
239,1400,KCNQ1DN,Silicosis,1,0.474610448,0.525389552,,
163,1401,H19,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.04406476,0.95593524,,
58,1401,BALR-2,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.048745215,0.951254785,,
178,1401,HOTAIR,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.057383299,0.942616701,,
432,1401,PVT1,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.07643497,0.92356503,,
87,1401,CDKN2B-AS1,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.083959579,0.916040421,,
360,1401,MEG3,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.08481276,0.91518724,,
312,1401,lincRNA-ROR,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.087705493,0.912294507,,
458,1401,ANRIL,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.095884502,0.904115498,,
830,1401,UCA1,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.096033037,0.903966963,,
64,1401,BOK-AS1,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.106470287,0.893529713,,
152,1401,GAS5,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.108945131,0.891054869,,
419,1401,PEG10,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.123395026,0.876604974,,
579,1401,LINC00629,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.126990914,0.873009086,,
80,1401,CCAT2,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.132975817,0.867024183,,
180,1401,HOTTIP,"Leukemia, Lymphocytic, Chronic, B-Cell",1,0.133689523,0.866310477,,
312,1402,lincRNA-ROR,Hepatoblastoma,1,0.069238424,0.930761576,,
391,1402,NEAT1,Hepatoblastoma,1,0.075709224,0.924290776,,
432,1402,PVT1,Hepatoblastoma,1,0.080244303,0.919755697,,
87,1402,CDKN2B-AS1,Hepatoblastoma,1,0.08230716,0.91769284,,
360,1402,MEG3,Hepatoblastoma,1,0.094230771,0.905769229,,
830,1402,UCA1,Hepatoblastoma,1,0.102564991,0.897435009,,
410,1402,PCA3,Hepatoblastoma,1,0.104172766,0.895827234,,
318,1402,lnc-LCE5A-1,Hepatoblastoma,1,0.10426265,0.89573735,,
458,1402,ANRIL,Hepatoblastoma,1,0.10917443,0.89082557,,
63,1402,BLACAT1,Hepatoblastoma,1,0.110350132,0.889649868,,
176,1402,HLA-AS1,Hepatoblastoma,1,0.113305509,0.886694491,,
178,1402,HOTAIR,Hepatoblastoma,1,0.120003104,0.879996896,,
180,1402,HOTTIP,Hepatoblastoma,1,0.12244612,0.87755388,,
363,1402,MIAT,Hepatoblastoma,1,0.124961317,0.875038683,,
190,1402,IGF2-AS,Hepatoblastoma,1,0.129764318,0.870235682,,
87,1403,CDKN2B-AS1,Osteoarthritis,1,0.055733383,0.944266617,,
458,1403,ANRIL,Osteoarthritis,1,0.077369213,0.922630787,,
830,1403,UCA1,Osteoarthritis,1,0.095607877,0.904392123,,
355,1403,MALAT1,Osteoarthritis,1,0.099613249,0.900386751,,
363,1403,MIAT,Osteoarthritis,1,0.149565816,0.850434184,,
432,1403,PVT1,Osteoarthritis,1,0.166286647,0.833713353,,
79,1403,CCAT1,Osteoarthritis,1,0.228189588,0.771810412,,
410,1403,PCA3,Osteoarthritis,1,0.256944716,0.743055284,,
188,1403,HULC,Osteoarthritis,1,0.282964706,0.717035294,,
162,1403,gtl2-as,Osteoarthritis,1,0.293280959,0.706719041,,
408,1403,PANDAR,Osteoarthritis,1,0.306386411,0.693613589,,
64,1403,BOK-AS1,Osteoarthritis,1,0.317437649,0.682562351,,
190,1403,IGF2-AS,Osteoarthritis,1,0.317487061,0.682512939,,
250,1403,LINC-ROR,Osteoarthritis,1,0.326841056,0.673158944,,
94,1403,CRNDE,Osteoarthritis,1,0.336582482,0.663417518,,
355,1404,MALAT1,Bone Diseases,1,0.132282019,0.867717981,,
163,1404,H19,Bone Diseases,1,0.193654597,0.806345403,,
391,1404,NEAT1,Bone Diseases,1,0.211394668,0.788605332,,
105,1404,DISC2,Bone Diseases,1,0.212540269,0.787459731,,
360,1404,MEG3,Bone Diseases,1,0.213708222,0.786291778,,
178,1404,HOTAIR,Bone Diseases,1,0.316710413,0.683289587,,
87,1404,CDKN2B-AS1,Bone Diseases,1,0.324027181,0.675972819,,
190,1404,IGF2-AS,Bone Diseases,1,0.362251818,0.637748182,,
421,1404,PICSAR,Bone Diseases,1,0.417262375,0.582737625,,
152,1404,GAS5,Bone Diseases,1,0.433573186,0.566426814,,
439,1404,RN7SL1,Bone Diseases,1,0.447851539,0.552148461,,
378,1404,MSR1,Bone Diseases,1,0.46831876,0.53168124,,
176,1404,HLA-AS1,Bone Diseases,1,0.468476474,0.531523526,,
104,1404,DISC1,Bone Diseases,1,0.478975356,0.521024644,,
432,1404,PVT1,Bone Diseases,0,0.506595671,0.493404329,,
163,1405,H19,Brain Neoplasms,1,0.082355559,0.917644441,,
360,1405,MEG3,Brain Neoplasms,1,0.116396606,0.883603394,,
355,1405,MALAT1,Brain Neoplasms,1,0.135041475,0.864958525,,
391,1405,NEAT1,Brain Neoplasms,1,0.175616622,0.824383378,,
87,1405,CDKN2B-AS1,Brain Neoplasms,1,0.225547016,0.774452984,,
421,1405,PICSAR,Brain Neoplasms,1,0.358045697,0.641954303,,
139,1405,FMR5,Brain Neoplasms,1,0.422268689,0.577731311,,
830,1405,UCA1,Brain Neoplasms,1,0.424112499,0.575887501,,
432,1405,PVT1,Brain Neoplasms,1,0.425659895,0.574340105,,
178,1405,HOTAIR,Brain Neoplasms,1,0.443647206,0.556352794,,
235,1405,IPW,Brain Neoplasms,1,0.456436396,0.543563604,,
105,1405,DISC2,Brain Neoplasms,1,0.457305074,0.542694926,,
373,1405,MIR503HG,Brain Neoplasms,1,0.484807849,0.515192151,,
176,1405,HLA-AS1,Brain Neoplasms,1,0.493242264,0.506757736,,
363,1405,MIAT,Brain Neoplasms,0,0.503041983,0.496958047,,
163,1406,H19,Bipolar Disorder,1,0.081096768,0.918903232,,
87,1406,CDKN2B-AS1,Bipolar Disorder,1,0.14100796,0.85899204,,
360,1406,MEG3,Bipolar Disorder,1,0.142317891,0.857682109,,
355,1406,MALAT1,Bipolar Disorder,1,0.159906447,0.840093553,,
421,1406,PICSAR,Bipolar Disorder,1,0.187616169,0.812383831,,
178,1406,HOTAIR,Bipolar Disorder,1,0.233795047,0.766204953,,
391,1406,NEAT1,Bipolar Disorder,1,0.246167183,0.753832817,,
363,1406,MIAT,Bipolar Disorder,1,0.251214743,0.748785257,,
187,1406,HTT-AS,Bipolar Disorder,1,0.29080081,0.70919919,,
425,1406,PRINS,Bipolar Disorder,1,0.300464749,0.699535251,,
432,1406,PVT1,Bipolar Disorder,1,0.335294843,0.664705157,,
58,1406,BALR-2,Bipolar Disorder,1,0.342627287,0.657372713,,
104,1406,DISC1,Bipolar Disorder,1,0.350495994,0.649504006,,
139,1406,FMR5,Bipolar Disorder,1,0.356648088,0.643351912,,
138,1406,FMR1-AS1,Bipolar Disorder,1,0.367023349,0.632976651,,
87,1407,CDKN2B-AS1,Panic Disorder,1,0.123082399,0.876917601,,
163,1407,H19,Panic Disorder,1,0.176911533,0.823088467,,
178,1407,HOTAIR,Panic Disorder,1,0.219709516,0.780290484,,
360,1407,MEG3,Panic Disorder,1,0.251805544,0.748194456,,
355,1407,MALAT1,Panic Disorder,1,0.26033777,0.73966223,,
391,1407,NEAT1,Panic Disorder,1,0.263240278,0.736759722,,
363,1407,MIAT,Panic Disorder,1,0.285024166,0.714975834,,
105,1407,DISC2,Panic Disorder,1,0.312792003,0.687207997,,
176,1407,HLA-AS1,Panic Disorder,1,0.3720994,0.6279006,,
432,1407,PVT1,Panic Disorder,1,0.433413148,0.566586852,,
250,1407,LINC-ROR,Panic Disorder,1,0.439321876,0.560678124,,
830,1407,UCA1,Panic Disorder,1,0.445154488,0.554845512,,
104,1407,DISC1,Panic Disorder,1,0.465025842,0.534974158,,
138,1407,FMR1-AS1,Panic Disorder,1,0.481504738,0.518495262,,
62,1407,BDNF-AS,Panic Disorder,1,0.485653222,0.514346778,,
163,1408,H19,"Muscular Dystrophy, Duchenne",1,0.044450641,0.955549359,,
355,1408,MALAT1,"Muscular Dystrophy, Duchenne",1,0.093107104,0.906892896,,
360,1408,MEG3,"Muscular Dystrophy, Duchenne",1,0.112181306,0.887818694,,
391,1408,NEAT1,"Muscular Dystrophy, Duchenne",1,0.120922387,0.879077613,,
432,1408,PVT1,"Muscular Dystrophy, Duchenne",1,0.134203494,0.865796506,,
421,1408,PICSAR,"Muscular Dystrophy, Duchenne",1,0.143806398,0.856193602,,
139,1408,FMR5,"Muscular Dystrophy, Duchenne",1,0.156757534,0.843242466,,
87,1408,CDKN2B-AS1,"Muscular Dystrophy, Duchenne",1,0.165718257,0.834281743,,
178,1408,HOTAIR,"Muscular Dystrophy, Duchenne",1,0.194985151,0.805014849,,
104,1408,DISC1,"Muscular Dystrophy, Duchenne",1,0.211258054,0.788741946,,
