mir,mesh_name,causality,,
hsa-mir-27b,Neuroblastoma,yes,1067,1302
hsa-mir-221,Colonic Neoplasms,yes,1051,1336
hsa-mir-17,Colorectal Neoplasms,yes,977,1304
hsa-mir-15a,"Leukemia, Myeloid, Acute",yes,972,1366
hsa-mir-320a,Colorectal Neoplasms,yes,1100,1304
hsa-mir-24-1,Laryngeal Neoplasms,yes,1059,1415
hsa-mir-24-2,Laryngeal Neoplasms,yes,1060,1415
hsa-mir-125b-2,"Leukemia, B-Cell",yes,916,1552
hsa-mir-155,"Leukemia, B-Cell",yes,971,1552
hsa-mir-421,Biliary Tract Neoplasms,yes,1155,1620
hsa-let-7a,"Carcinoma, Renal Cell",yes,862,1324
hsa-mir-30a,Breast Neoplasms,yes,1089,1303
hsa-mir-30a,Ovarian Neoplasms,yes,1089,1309
hsa-mir-373,Breast Neoplasms,yes,1138,1303
hsa-mir-520a,Breast Neoplasms,yes,1210,1303
hsa-mir-520c,Breast Neoplasms,yes,1212,1303
hsa-mir-520d,Breast Neoplasms,yes,1213,1303
hsa-mir-205,Glioblastoma,yes,1029,1301
hsa-mir-21,Ovarian Neoplasms,yes,1036,1309
hsa-mir-124-1,Alzheimer Disease,yes,904,1342
hsa-mir-124-2,Alzheimer Disease,yes,905,1342
hsa-mir-124-3,Alzheimer Disease,yes,906,1342
hsa-mir-320a,Breast Neoplasms,yes,1100,1303
hsa-mir-320c-1,Breast Neoplasms,yes,1102,1303
hsa-mir-320c-2,Breast Neoplasms,yes,1103,1303
hsa-mir-320d-1,Breast Neoplasms,yes,1104,1303
hsa-mir-320d-2,Breast Neoplasms,yes,1105,1303
hsa-mir-451a,Glioma,yes,1169,1322
hsa-mir-409,Stomach Neoplasms,yes,1152,1307
hsa-mir-20a,Osteosarcoma,yes,1034,1305
hsa-mir-181d,Glioma,yes,986,1322
hsa-mir-195,Glioblastoma,yes,1005,1301
hsa-mir-1236,Inflammation,yes,902,1564
hsa-mir-7-1,"Carcinoma, Hepatocellular",yes,1262,1310
hsa-mir-7-2,"Carcinoma, Hepatocellular",yes,1263,1310
hsa-mir-7-3,"Carcinoma, Hepatocellular",yes,1264,1310
hsa-mir-211,Colorectal Neoplasms,yes,1038,1304
hsa-mir-663a,Nasopharyngeal Neoplasms,yes,1255,1533
hsa-let-7a-1,Breast Neoplasms,yes,863,1303
hsa-let-7a-2,Breast Neoplasms,yes,864,1303
hsa-let-7a-3,Breast Neoplasms,yes,865,1303
hsa-mir-195,Urinary Bladder Neoplasms,yes,1005,1306
hsa-mir-449a,Urinary Bladder Neoplasms,yes,1166,1306
hsa-mir-133a-1,Head and Neck Neoplasms,yes,939,1614
hsa-mir-32,Prostatic Neoplasms,yes,1098,1339
hsa-mir-221,Hypertrophy,yes,1051,1565
hsa-mir-21,Leprosy,yes,1036,1638
hsa-mir-25,Breast Neoplasms,yes,1061,1303
hsa-mir-30a,Colonic Neoplasms,yes,1089,1336
hsa-mir-127,Inflammation,yes,918,1564
hsa-mir-29b-1,"Carcinoma, Non-Small-Cell Lung",yes,1076,1312
hsa-mir-29b-2,"Carcinoma, Non-Small-Cell Lung",yes,1077,1312
hsa-mir-10b,Stomach Neoplasms,yes,893,1307
hsa-mir-203,Laryngeal Neoplasms,yes,1026,1415
hsa-mir-155,"Carcinoma, Renal Cell",yes,971,1324
hsa-mir-9-1,Hodgkin Disease,yes,1277,1537
hsa-mir-9-2,Hodgkin Disease,yes,1278,1537
hsa-mir-9-3,Hodgkin Disease,yes,1279,1537
hsa-mir-135a-1,Stomach Neoplasms,yes,945,1307
hsa-mir-135a-2,Stomach Neoplasms,yes,946,1307
hsa-mir-200b,Stomach Neoplasms,yes,1023,1307
hsa-mir-520b,"Carcinoma, Hepatocellular",yes,1211,1310
hsa-mir-182,Stomach Neoplasms,yes,987,1307
hsa-mir-29a,Rhabdomyosarcoma,yes,1074,1515
hsa-mir-29b-1,Rhabdomyosarcoma,yes,1076,1515
hsa-mir-29b-2,Rhabdomyosarcoma,yes,1077,1515
hsa-mir-29c,Rhabdomyosarcoma,yes,1078,1515
hsa-mir-141,Aortic Valve Stenosis,yes,955,1639
hsa-mir-196a-1,Stomach Neoplasms,yes,1007,1307
hsa-mir-196a-2,Stomach Neoplasms,yes,1008,1307
hsa-mir-18a,"Leukemia, Lymphocytic, Chronic, B-Cell",yes,994,1401
hsa-mir-19a,"Leukemia, Lymphocytic, Chronic, B-Cell",yes,1017,1401
hsa-mir-19b-1,"Leukemia, Lymphocytic, Chronic, B-Cell",yes,1019,1401
hsa-mir-20a,"Leukemia, Lymphocytic, Chronic, B-Cell",yes,1034,1401
hsa-mir-92a-1,"Leukemia, Lymphocytic, Chronic, B-Cell",yes,1283,1401
hsa-mir-155,Liposarcoma,yes,971,1640
hsa-mir-130a,"Leukemia, Lymphocytic, Chronic, B-Cell",yes,934,1401
hsa-mir-196b,Leukemia,yes,1009,1385
hsa-mir-212,"Carcinoma, Non-Small-Cell Lung",yes,1039,1312
hsa-mir-138-1,"Carcinoma, Hepatocellular",yes,951,1310
hsa-mir-138-2,"Carcinoma, Hepatocellular",yes,952,1310
hsa-mir-125b-1,Leukemia,yes,915,1385
hsa-mir-125b-2,Leukemia,yes,916,1385
hsa-mir-301a,"Carcinoma, Hepatocellular",yes,1081,1310
hsa-mir-15b,Liver Failure,yes,973,1603
hsa-mir-16-1,Liver Failure,yes,975,1603
hsa-mir-16-2,Liver Failure,yes,976,1603
hsa-mir-133a,Head and Neck Neoplasms,yes,938,1614
hsa-mir-506,Liver Cirrhosis,yes,1198,1337
hsa-mir-328,Hypertension,yes,1111,1383
hsa-mir-25,Thyroid Neoplasms,yes,1061,1330
hsa-mir-30d,Thyroid Neoplasms,yes,1094,1330
hsa-mir-182,Medulloblastoma,yes,987,1367
hsa-mir-183,Medulloblastoma,yes,988,1367
hsa-mir-96,Medulloblastoma,yes,1294,1367
hsa-mir-133b,Prostatic Neoplasms,yes,941,1339
hsa-mir-200c,Colorectal Neoplasms,yes,1024,1304
hsa-mir-10a,Pancreatic Neoplasms,yes,892,1315
hsa-let-7f-1,Breast Neoplasms,yes,871,1303
hsa-mir-34b,Melanoma,yes,1127,1347
hsa-mir-25,Glioblastoma,yes,1061,1301
hsa-mir-32,Glioblastoma,yes,1098,1301
hsa-let-7c,"Carcinoma, Hepatocellular",yes,867,1310
hsa-mir-135a-1,Breast Neoplasms,yes,945,1303
hsa-mir-135a-2,Breast Neoplasms,yes,946,1303
hsa-mir-128-1,Glioma,yes,922,1322
hsa-mir-128-2,Glioma,yes,923,1322
hsa-mir-181b-1,Liver Cirrhosis,yes,983,1337
hsa-mir-181b-2,Liver Cirrhosis,yes,984,1337
hsa-mir-219,"Carcinoma, Hepatocellular",yes,1049,1310
hsa-mir-20a,Urinary Bladder Neoplasms,yes,1034,1306
hsa-mir-124-1,Stomach Neoplasms,yes,904,1307
hsa-mir-124-2,Stomach Neoplasms,yes,905,1307
hsa-mir-124-3,Stomach Neoplasms,yes,906,1307
hsa-mir-328,Colorectal Neoplasms,yes,1111,1304
hsa-mir-483,Glioma,yes,1175,1322
hsa-mir-26a-1,Lung Neoplasms,yes,1063,1308
hsa-mir-26a-2,Lung Neoplasms,yes,1064,1308
hsa-mir-125b-1,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,yes,915,1549
hsa-mir-125b-2,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,yes,916,1549
hsa-mir-495,Stomach Neoplasms,yes,1186,1307
hsa-mir-145,Osteosarcoma,yes,959,1305
hsa-mir-141,Hepatitis B,yes,955,1556
hsa-mir-107,Myocardial Infarction,yes,891,1388
hsa-mir-26a-1,Cholangiocarcinoma,yes,1063,1326
hsa-mir-26a-2,Cholangiocarcinoma,yes,1064,1326
hsa-mir-22,Lung Neoplasms,yes,1050,1308
hsa-mir-1258,"Carcinoma, Non-Small-Cell Lung",yes,912,1312
hsa-mir-574,Colorectal Neoplasms,yes,1223,1304
hsa-mir-199a-1,Ovarian Neoplasms,yes,1014,1309
hsa-mir-199a-2,Ovarian Neoplasms,yes,1015,1309
hsa-mir-145,Barrett Esophagus,yes,959,1631
hsa-mir-27a,Prostatic Neoplasms,yes,1066,1339
hsa-mir-204,"Carcinoma, Renal Cell",yes,1028,1324
hsa-mir-301a,Demyelinating Diseases,yes,1081,1641
hsa-mir-126,Diabetes Mellitus,yes,917,1379
hsa-mir-183,Osteosarcoma,yes,988,1305
hsa-mir-10b,"Carcinoma, Hepatocellular",yes,893,1310
hsa-mir-181b-1,Stomach Neoplasms,yes,983,1307
hsa-mir-181b-2,Stomach Neoplasms,yes,984,1307
hsa-mir-214,Cholangiocarcinoma,yes,1040,1326
hsa-mir-106b,Leiomyoma,yes,890,1602
hsa-mir-93,Leiomyoma,yes,1286,1602
hsa-mir-19b-1,Urinary Bladder Neoplasms,yes,1019,1306
hsa-mir-19b-2,Urinary Bladder Neoplasms,yes,1020,1306
hsa-mir-9-1,Neuroblastoma,yes,1277,1302
hsa-mir-9-2,Neuroblastoma,yes,1278,1302
hsa-mir-9-3,Neuroblastoma,yes,1279,1302
hsa-mir-139,Colorectal Neoplasms,yes,953,1304
hsa-mir-181a-2,Stomach Neoplasms,yes,981,1307
hsa-mir-93,Colorectal Neoplasms,yes,1286,1304
hsa-mir-381,Lung Neoplasms,yes,1148,1308
hsa-mir-103a-1,Colorectal Neoplasms,yes,884,1304
hsa-mir-103a-2,Colorectal Neoplasms,yes,885,1304
hsa-mir-103b-1,Colorectal Neoplasms,yes,886,1304
hsa-mir-103b-2,Colorectal Neoplasms,yes,887,1304
hsa-mir-107,Colorectal Neoplasms,yes,891,1304
hsa-mir-7-1,Stomach Neoplasms,yes,1262,1307
hsa-mir-7-2,Stomach Neoplasms,yes,1263,1307
hsa-mir-7-3,Stomach Neoplasms,yes,1264,1307
hsa-mir-27a,Glioma,yes,1066,1322
hsa-mir-27b,Cryptosporidiosis,yes,1067,1642
hsa-mir-181b,Inflammation,yes,982,1564
hsa-mir-200a,Pancreatic Neoplasms,yes,1022,1315
hsa-mir-200b,Pancreatic Neoplasms,yes,1023,1315
hsa-mir-200c,Pancreatic Neoplasms,yes,1024,1315
hsa-mir-133a-1,Esophageal Neoplasms,yes,939,1351
hsa-mir-133a-2,Esophageal Neoplasms,yes,940,1351
hsa-mir-26a,Heart Diseases,yes,1062,1321
hsa-mir-499a,"Carcinoma, Hepatocellular",yes,1190,1310
hsa-mir-193b,Colorectal Neoplasms,yes,1001,1304
hsa-mir-199a-1,Colorectal Neoplasms,yes,1014,1304
hsa-mir-199a-2,Colorectal Neoplasms,yes,1015,1304
hsa-mir-320c-1,Colorectal Neoplasms,yes,1102,1304
hsa-mir-320c-2,Colorectal Neoplasms,yes,1103,1304
hsa-mir-625,Stomach Neoplasms,yes,1241,1307
hsa-mir-34a,Urinary Bladder Neoplasms,yes,1126,1306
hsa-mir-590,"Carcinoma, Hepatocellular",yes,1229,1310
hsa-mir-30c-1,Breast Neoplasms,yes,1092,1303
hsa-mir-30c-2,Breast Neoplasms,yes,1093,1303
hsa-mir-497,Colorectal Neoplasms,yes,1187,1304
hsa-mir-203,Breast Neoplasms,yes,1026,1303
hsa-mir-204,Nervous System Diseases,yes,1028,1334
hsa-mir-195,Pre-Eclampsia,yes,1005,1459
hsa-mir-137,Breast Neoplasms,yes,949,1303
hsa-mir-17,Urinary Bladder Neoplasms,yes,977,1306
hsa-mir-138-1,Nasopharyngeal Neoplasms,yes,951,1533
hsa-mir-138-2,Nasopharyngeal Neoplasms,yes,952,1533
hsa-mir-23b,Glioblastoma,yes,1056,1301
hsa-mir-410,Glioma,yes,1153,1322
hsa-mir-9-1,Breast Neoplasms,yes,1277,1303
hsa-mir-9-2,Breast Neoplasms,yes,1278,1303
hsa-mir-9-3,Breast Neoplasms,yes,1279,1303
hsa-mir-103a-1,Endometrial Neoplasms,yes,884,1362
hsa-mir-103a-2,Endometrial Neoplasms,yes,885,1362
hsa-mir-103b-1,Endometrial Neoplasms,yes,886,1362
hsa-mir-103b-2,Endometrial Neoplasms,yes,887,1362
hsa-mir-20a,Prostatic Neoplasms,yes,1034,1339
hsa-mir-125b-1,Melanoma,yes,915,1347
hsa-mir-125b-2,Melanoma,yes,916,1347
hsa-mir-193b,Prostatic Neoplasms,yes,1001,1339
hsa-mir-224,Breast Neoplasms,yes,1054,1303
hsa-mir-107,Pituitary Neoplasms,yes,891,1369
hsa-mir-324,Kidney Diseases,yes,1108,1518
hsa-mir-31,Prostatic Neoplasms,yes,1096,1339
hsa-mir-1271,"Carcinoma, Hepatocellular",yes,919,1310
hsa-mir-214,Esophageal Neoplasms,yes,1040,1351
hsa-mir-98,Esophageal Neoplasms,yes,1295,1351
hsa-mir-542,Glioma,yes,1218,1322
hsa-mir-7-1,Breast Neoplasms,yes,1262,1303
hsa-mir-7-2,Breast Neoplasms,yes,1263,1303
hsa-mir-7-3,Breast Neoplasms,yes,1264,1303
hsa-mir-196a-1,"Carcinoma, Non-Small-Cell Lung",yes,1007,1312
hsa-mir-196a-2,"Carcinoma, Non-Small-Cell Lung",yes,1008,1312
hsa-mir-133b,"Carcinoma, Non-Small-Cell Lung",yes,941,1312
hsa-mir-203,"Carcinoma, Hepatocellular",yes,1026,1310
hsa-mir-335,Meningioma,yes,1116,1453
hsa-mir-124-1,Colorectal Neoplasms,yes,904,1304
hsa-mir-124-2,Colorectal Neoplasms,yes,905,1304
hsa-mir-137,Colorectal Neoplasms,yes,949,1304
hsa-mir-340,Colorectal Neoplasms,yes,1122,1304
hsa-mir-92a-1,Glioblastoma,yes,1283,1301
hsa-mir-92a-2,Glioblastoma,yes,1284,1301
hsa-mir-140,"Carcinoma, Hepatocellular",yes,954,1310
hsa-mir-370,"Leukemia, Myeloid, Acute",yes,1135,1366
hsa-mir-106a,Colorectal Neoplasms,yes,889,1304
hsa-let-7c,Atherosclerosis,yes,867,1376
hsa-mir-182,Peripheral Nerve Injuries,yes,987,1643
hsa-mir-15a,Osteosarcoma,yes,972,1305
hsa-mir-16-1,Osteosarcoma,yes,975,1305
hsa-mir-100,Breast Neoplasms,yes,878,1303
hsa-mir-29b-1,Nervous System Diseases,yes,1076,1334
hsa-mir-544a,Stomach Neoplasms,yes,1220,1307
hsa-mir-152,Breast Neoplasms,yes,966,1303
hsa-mir-338,Hepatitis B,yes,1117,1556
hsa-mir-34c,Breast Neoplasms,yes,1128,1303
hsa-mir-135a,Rectal Neoplasms,yes,944,1539
hsa-mir-155,Atherosclerosis,yes,971,1376
hsa-mir-122,Breast Neoplasms,yes,899,1303
hsa-mir-153-1,Prostatic Neoplasms,yes,968,1339
hsa-mir-153-2,Prostatic Neoplasms,yes,969,1339
hsa-mir-124-1,Prostatic Neoplasms,yes,904,1339
hsa-mir-124-2,Prostatic Neoplasms,yes,905,1339
hsa-mir-124-3,Prostatic Neoplasms,yes,906,1339
hsa-mir-1297,Lung Neoplasms,yes,928,1308
hsa-mir-511,Lung Neoplasms,yes,1202,1308
hsa-mir-101-1,Breast Neoplasms,yes,880,1303
hsa-mir-101-2,Breast Neoplasms,yes,881,1303
hsa-mir-203,Lung Neoplasms,yes,1026,1308
hsa-mir-145,Glioma,yes,959,1322
hsa-mir-181a-2,"Leukemia, Myeloid, Acute",yes,981,1366
hsa-mir-16-2,Multiple Myeloma,yes,976,1368
hsa-mir-145,Urinary Bladder Neoplasms,yes,959,1306
hsa-mir-429,Colorectal Neoplasms,yes,1160,1304
hsa-mir-27a,Lung Neoplasms,yes,1066,1308
hsa-mir-144,Nasopharyngeal Neoplasms,yes,958,1533
hsa-mir-205,Parkinson Disease,yes,1029,1455
hsa-mir-574,Lung Neoplasms,yes,1223,1308
hsa-mir-7-1,Lung Neoplasms,yes,1262,1308
hsa-mir-7-2,Lung Neoplasms,yes,1263,1308
hsa-mir-7-3,Lung Neoplasms,yes,1264,1308
hsa-mir-152,Glioma,yes,966,1322
hsa-mir-24-1,Glioma,yes,1059,1322
hsa-mir-24-2,Glioma,yes,1060,1322
hsa-mir-517a,"Carcinoma, Hepatocellular",yes,1207,1310
hsa-mir-27a,Cardiomyopathies,yes,1066,1542
hsa-mir-149,Stomach Neoplasms,yes,964,1307
hsa-mir-100,Lung Neoplasms,yes,878,1308
hsa-mir-182,HIV Infections,yes,987,1632
hsa-mir-21,Wounds and Injuries,yes,1036,1644
hsa-mir-125b-2,Urinary Bladder Neoplasms,yes,916,1306
hsa-mir-195,Osteosarcoma,yes,1005,1305
hsa-mir-16-1,Glioma,yes,975,1322
hsa-mir-16-2,Glioma,yes,976,1322
hsa-mir-657,"Carcinoma, Hepatocellular",yes,1252,1310
hsa-mir-15a,Neuroblastoma,yes,972,1302
hsa-mir-135a-1,"Carcinoma, Renal Cell",yes,945,1324
hsa-mir-135a-2,"Carcinoma, Renal Cell",yes,946,1324
hsa-mir-137,Lung Neoplasms,yes,949,1308
hsa-mir-133a-1,Liver Cirrhosis,yes,939,1337
hsa-mir-133a-2,Liver Cirrhosis,yes,940,1337
hsa-mir-302a,Urinary Bladder Neoplasms,yes,1084,1306
hsa-mir-367,Urinary Bladder Neoplasms,yes,1134,1306
hsa-mir-23b,"Carcinoma, Renal Cell",yes,1056,1324
hsa-mir-133b,Urinary Bladder Neoplasms,yes,941,1306
hsa-mir-7-1,Melanoma,yes,1262,1347
hsa-mir-7-2,Melanoma,yes,1263,1347
hsa-mir-7-3,Melanoma,yes,1264,1347
hsa-mir-223,Osteosarcoma,yes,1053,1305
hsa-mir-7-1,Colorectal Neoplasms,yes,1262,1304
hsa-mir-7-2,Colorectal Neoplasms,yes,1263,1304
hsa-mir-7-3,Colorectal Neoplasms,yes,1264,1304
hsa-mir-98,Neoplasms,yes,1295,1299
hsa-mir-150,Cardiomegaly,yes,965,1370
hsa-mir-145,Neuroblastoma,yes,959,1302
hsa-mir-16-1,"Carcinoma, Hepatocellular",yes,975,1310
hsa-mir-16-2,"Carcinoma, Hepatocellular",yes,976,1310
hsa-mir-21,"Carcinoma, Endometrioid",yes,1036,1636
hsa-mir-145,Stomach Neoplasms,yes,959,1307
hsa-mir-31,Psoriasis,yes,1096,1467
hsa-mir-27a,"Leukemia, Myeloid, Acute",yes,1066,1366
hsa-mir-218-1,Glioma,yes,1047,1322
hsa-mir-218-2,Glioma,yes,1048,1322
hsa-mir-29a,Melanoma,yes,1074,1347
hsa-mir-29b-1,Melanoma,yes,1076,1347
hsa-mir-29b-2,Melanoma,yes,1077,1347
hsa-mir-145,Choriocarcinoma,yes,959,1439
hsa-mir-137,Oligodendroglioma,yes,949,1550
hsa-mir-218-1,Colonic Neoplasms,yes,1047,1336
hsa-mir-218-2,Colonic Neoplasms,yes,1048,1336
hsa-mir-31,Colonic Neoplasms,yes,1096,1336
hsa-mir-424,Hypertension,yes,1158,1383
hsa-mir-503,Hypertension,yes,1195,1383
hsa-mir-501,Hepatitis B,yes,1193,1556
hsa-let-7d,Ovarian Neoplasms,yes,868,1309
hsa-mir-362,Colorectal Neoplasms,yes,1131,1304
hsa-mir-183,Urinary Bladder Neoplasms,yes,988,1306
hsa-mir-210,Urinary Bladder Neoplasms,yes,1037,1306
hsa-mir-100,Esophageal Neoplasms,yes,878,1351
hsa-mir-99a,Esophageal Neoplasms,yes,1296,1351
hsa-mir-196b,Endometriosis,yes,1009,1380
hsa-mir-199b,Breast Neoplasms,yes,1016,1303
hsa-mir-149,Glioma,yes,964,1322
hsa-mir-107,Glioma,yes,891,1322
hsa-mir-16-2,Ovarian Neoplasms,yes,976,1309
hsa-mir-34b,Pancreatic Neoplasms,yes,1127,1315
hsa-mir-145,Endometriosis,yes,959,1380
hsa-mir-384,Myocardial Reperfusion Injury,yes,1151,1522
hsa-mir-31,Colorectal Neoplasms,yes,1096,1304
hsa-mir-30a,"Cardiomyopathy, Hypertrophic",yes,1089,1341
hsa-mir-122,Infertility,yes,899,1451
hsa-mir-182,Prostatic Neoplasms,yes,987,1339
hsa-mir-221,Coronary Artery Disease,yes,1051,1373
hsa-mir-182,Breast Neoplasms,yes,987,1303
hsa-mir-193b,Neoplasms,yes,1001,1299
hsa-mir-330,Colorectal Neoplasms,yes,1114,1304
hsa-mir-301a,Stomach Neoplasms,yes,1081,1307
hsa-mir-138-1,Lung Neoplasms,yes,951,1308
hsa-mir-138-2,Lung Neoplasms,yes,952,1308
hsa-mir-206,Stomach Neoplasms,yes,1030,1307
hsa-mir-22,Huntington Disease,yes,1050,1355
hsa-mir-296,Stomach Neoplasms,yes,1070,1307
hsa-mir-31,Breast Neoplasms,yes,1096,1303
hsa-mir-106b,Glioma,yes,890,1322
hsa-mir-16-1,Colorectal Neoplasms,yes,975,1304
hsa-mir-16-2,Colorectal Neoplasms,yes,976,1304
hsa-mir-200a,Stomach Neoplasms,yes,1022,1307
hsa-mir-195,Glioma,yes,1005,1322
hsa-mir-30a,Glioma,yes,1089,1322
hsa-mir-138-1,Ovarian Neoplasms,yes,951,1309
hsa-mir-138-2,Ovarian Neoplasms,yes,952,1309
hsa-mir-26a-1,"Carcinoma, Hepatocellular",yes,1063,1310
hsa-mir-26a-2,"Carcinoma, Hepatocellular",yes,1064,1310
hsa-mir-130b,Endometrial Neoplasms,yes,935,1362
hsa-mir-130a,Colorectal Neoplasms,yes,934,1304
hsa-mir-454,Colorectal Neoplasms,yes,1171,1304
hsa-mir-224,Inflammatory Bowel Diseases,yes,1054,1364
hsa-mir-137,Neuroblastoma,yes,949,1302
hsa-mir-92b,Glioma,yes,1285,1322
hsa-mir-185,Prostatic Neoplasms,yes,990,1339
hsa-mir-24-1,Neoplasms,yes,1059,1299
hsa-mir-24-2,Neoplasms,yes,1060,1299
hsa-mir-320d-1,"Sarcoma, Kaposi",yes,1104,1525
hsa-mir-320d-2,"Sarcoma, Kaposi",yes,1105,1525
hsa-mir-498,"Sarcoma, Kaposi",yes,1188,1525
hsa-mir-34a,Inferior Wall Myocardial Infarction,yes,1126,1576
hsa-mir-181b-1,Glioma,yes,983,1322
hsa-mir-181b-2,Glioma,yes,984,1322
hsa-mir-25,Colorectal Neoplasms,yes,1061,1304
hsa-mir-155,Laryngeal Neoplasms,yes,971,1415
hsa-mir-27a,Ovarian Neoplasms,yes,1066,1309
hsa-mir-135a-1,Neoplasms,yes,945,1299
hsa-mir-135a-2,Neoplasms,yes,946,1299
hsa-mir-29c,Stomach Neoplasms,yes,1078,1307
hsa-mir-21,Multiple Myeloma,yes,1036,1368
hsa-mir-27a,Hepatitis C,yes,1066,1472
hsa-mir-30a,"Lupus Erythematosus, Systemic",yes,1089,1501
hsa-mir-497,Urinary Bladder Neoplasms,yes,1187,1306
hsa-mir-218-1,"Carcinoma, Renal Cell",yes,1047,1324
hsa-mir-218-2,"Carcinoma, Renal Cell",yes,1048,1324
hsa-mir-146a,Thyroid Neoplasms,yes,960,1330
hsa-mir-152,Prostatic Neoplasms,yes,966,1339
hsa-mir-134,Glioblastoma,yes,942,1301
hsa-mir-486,Lung Neoplasms,yes,1177,1308
hsa-mir-214,Nasopharyngeal Neoplasms,yes,1040,1533
hsa-mir-218-1,Uterine Cervical Neoplasms,yes,1047,1300
hsa-mir-218-2,Uterine Cervical Neoplasms,yes,1048,1300
hsa-mir-30a,Colorectal Neoplasms,yes,1089,1304
hsa-mir-145,Colorectal Neoplasms,yes,959,1304
hsa-mir-16-2,Osteosarcoma,yes,976,1305
hsa-mir-181a,Inflammation,yes,980,1564
hsa-mir-150,Lymphoma,yes,965,1417
hsa-mir-22,Stomach Neoplasms,yes,1050,1307
hsa-mir-497,Neuroblastoma,yes,1187,1302
hsa-mir-183,Prostatic Neoplasms,yes,988,1339
hsa-mir-200b,Glioma,yes,1023,1322
hsa-mir-145,Head and Neck Neoplasms,yes,959,1614
hsa-mir-23a,Stomach Neoplasms,yes,1055,1307
hsa-mir-383,Glioma,yes,1150,1322
hsa-mir-24-1,Osteosarcoma,yes,1059,1305
hsa-mir-24-2,Osteosarcoma,yes,1060,1305
hsa-mir-193a,Ovarian Neoplasms,yes,1000,1309
hsa-mir-19a,Gastrointestinal Neoplasms,yes,1017,1346
hsa-mir-135b,Breast Neoplasms,yes,947,1303
hsa-mir-330,Prostatic Neoplasms,yes,1114,1339
hsa-mir-146a,"Carcinoma, Hepatocellular",yes,960,1310
hsa-mir-497,"Carcinoma, Non-Small-Cell Lung",yes,1187,1312
hsa-mir-630,Pancreatic Neoplasms,yes,1244,1315
hsa-mir-339,Colorectal Neoplasms,yes,1118,1304
hsa-mir-335,Ovarian Neoplasms,yes,1116,1309
hsa-mir-218-2,Thyroid Neoplasms,yes,1048,1330
hsa-mir-133a-1,Colorectal Neoplasms,yes,939,1304
hsa-mir-133a-2,Colorectal Neoplasms,yes,940,1304
hsa-mir-211,Head and Neck Neoplasms,yes,1038,1614
hsa-mir-503,"Carcinoma, Endometrioid",yes,1195,1636
hsa-mir-451a,"Carcinoma, Hepatocellular",yes,1169,1310
hsa-mir-7-1,Urinary Bladder Neoplasms,yes,1262,1306
hsa-mir-7-2,Urinary Bladder Neoplasms,yes,1263,1306
hsa-mir-7-3,Urinary Bladder Neoplasms,yes,1264,1306
hsa-mir-126,Colonic Neoplasms,yes,917,1336
hsa-mir-150,Lung Neoplasms,yes,965,1308
hsa-mir-26a-1,Breast Neoplasms,yes,1063,1303
hsa-mir-26a-2,Breast Neoplasms,yes,1064,1303
hsa-mir-133a-1,Osteosarcoma,yes,939,1305
hsa-mir-133a-2,Osteosarcoma,yes,940,1305
hsa-mir-223,Barrett Esophagus,yes,1053,1631
hsa-mir-199a-1,Arbovirus Infections,yes,1014,1645
hsa-mir-199a-2,Arbovirus Infections,yes,1015,1645
hsa-mir-24,"Diabetes Mellitus, Type 2",yes,1058,1399
hsa-mir-381,"Carcinoma, Renal Cell",yes,1148,1324
hsa-mir-424,"Carcinoma, Renal Cell",yes,1158,1324
hsa-mir-133a,Breast Neoplasms,yes,938,1303
hsa-mir-212,Stomach Neoplasms,yes,1039,1307
hsa-mir-26a,Urinary Bladder Neoplasms,yes,1062,1306
hsa-mir-144,Urinary Bladder Neoplasms,yes,958,1306
hsa-mir-124,Breast Neoplasms,yes,903,1303
hsa-mir-155,Multiple Sclerosis,yes,971,1466
hsa-mir-92a,Neoplasms,yes,1282,1299
hsa-mir-409,Urinary Bladder Neoplasms,yes,1152,1306
hsa-mir-490,Atherosclerosis,yes,1181,1376
hsa-mir-134,Head and Neck Neoplasms,yes,942,1614
hsa-mir-338,Stomach Neoplasms,yes,1117,1307
hsa-mir-22,Myelodysplastic Syndromes,yes,1050,1505
hsa-mir-22,Breast Neoplasms,yes,1050,1303
hsa-mir-210,Pancreatic Neoplasms,yes,1037,1315
hsa-mir-23b,Urinary Bladder Neoplasms,yes,1056,1306
hsa-mir-199a,Endometrial Neoplasms,yes,1013,1362
hsa-mir-205,"Carcinoma, Non-Small-Cell Lung",yes,1029,1312
hsa-mir-124,"Colitis, Ulcerative",yes,903,1428
hsa-mir-17,Encephalomyelitis,yes,977,1571
hsa-mir-196b,Uterine Cervical Neoplasms,yes,1009,1300
hsa-mir-23a,Glioma,yes,1055,1322
hsa-mir-329,Glioma,yes,1112,1322
hsa-mir-19b,Stomach Neoplasms,yes,1018,1307
hsa-mir-92a,Stomach Neoplasms,yes,1282,1307
hsa-mir-26a,Glioma,yes,1062,1322
hsa-mir-122,Crohn Disease,yes,899,1317
hsa-mir-340,Osteosarcoma,yes,1122,1305
hsa-mir-149,Myocardial Infarction,yes,964,1388
hsa-mir-130a,Diabetes Mellitus,yes,934,1379
hsa-mir-329,Hemangiosarcoma,yes,1112,1646
hsa-mir-218,Osteosarcoma,yes,1046,1305
hsa-mir-206,Osteosarcoma,yes,1030,1305
hsa-mir-1291,"Carcinoma, Renal Cell",yes,926,1324
